Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
Conocimientos Ferroviarios;8. En el sistema de radiotelefonía analógica Tren-Tierra convencional, ¿para qué se utiliza específicamente la 'Modalidad C' de comunicación?;A) Para las comunicaciones exclusivas de emergencia que detienen automáticamente a todos los trenes de la línea.;B) Para las comunicaciones rutinarias entre el Maquinista y el Centro de Regulación durante la circulación en plena vía.;C) Para la realización exclusiva de maniobras, utilizando el sistema de tipo PTT (Push To Talk).;D) Para la conexión constante de datos de los equipos de protección ETCS Nivel 1.;C;El sistema Tren-Tierra tiene dos modalidades principales: la A, para comunicaciones rutinarias durante la circulación, y la C, que es utilizada específicamente para la realización de maniobras mediante el sistema tipo PTT (Push To Talk) [20].
Conocimientos Ferroviarios;9. ¿Cuál es el principio de funcionamiento por el que un sistema de 'contador de ejes' determina que un cantón de bloqueo ha quedado totalmente libre?;A) Al dejar de detectarse el cortocircuito (shuntado) de la corriente eléctrica entre los carriles de la vía.;B) Cuando el detector situado a la salida descuenta exactamente la misma cantidad de ejes que fueron registrados por el detector de entrada.;C) Mediante un haz de luz láser que verifica visualmente la ausencia del disco reflectante de la cola del tren.;D) Cuando el Centro de Regulación de la Circulación (CRC) recibe la llamada del Maquinista confirmando la liberación del trayecto.;B;"A diferencia del circuito de vía, en el contador de ejes se delimita la sección por dos detectores; el cantón se considera ocupado mientras no se descuente a la salida la misma cantidad exacta de ejes que hayan entrado [22]."
Conocimientos Ferroviarios;10. Si comparamos la transmisión y la supervisión de los distintos sistemas de protección instalados en la RFIG, es correcto afirmar que:;A) ASFA ofrece una supervisión continua gracias a la comunicación bidireccional permanente de sus balizas.;B) LZB ofrece una transmisión exclusivamente puntual y una supervisión semicontinua de la velocidad límite.;C) ETCS Nivel 1 ofrece una transmisión puntual (mediante eurobalizas) y una supervisión continua a lo largo del trayecto.;D) El sistema Tren-Tierra es el encargado de ofrecer la supervisión de velocidad más avanzada y restrictiva en la red convencional.;C;Según la tabla comparativa de sistemas, el ETCS N1 utiliza transmisión puntual unidireccional vía eurobalizas, pero, a diferencia del ASFA, mantiene una supervisión continua de la curva de velocidad del tren [16].
Actividad Comercial;Según las normas aplicables a los viajeros contenidas en las Condiciones Generales, ¿cómo deberán acceder o abandonar el tren?;Únicamente en las paradas establecidas al efecto, cuando el tren se encuentre plenamente parado.;Siempre por la puerta más cercana a la cabina de conducción, en cualquier caso.;Podrán hacerlo en movimiento si el personal de intervención lo autoriza excepcionalmente.;Generalmente en cualquier parada técnica, aunque no esté establecida al efecto para viajeros.;A;La opción correcta refleja literalmente la norma de acceder/abandonar el tren cuando se encuentre plenamente parado únicamente en las paradas establecidas al efecto. Los distractores introducen trampas de excepcionalidad o términos absolutos falsos.
Actividad Comercial;En el control de acceso al tren o en ruta, ¿qué facultad tiene el personal encargado de la supervisión de los títulos de transporte respecto a la identificación de los clientes?;Deberá solicitar siempre la identificación de todos los clientes mediante el Libro de Familia sin excepción.;Podrá solicitar la identificación aleatoria o de todos los clientes mediante documentos identificativos vigentes con fotografía.;Únicamente podrá solicitar la identificación aleatoria antes de abandonar la estación de destino y en ningún caso al acceder.;Podrá solicitar la identificación excepcionalmente si el billete tiene un valor superior a 50 euros.;B;El texto indica literalmente que 'podrá solicitar la identificación aleatoria o de todos los clientes'. Los distractores juegan con plazos incorrectos y prohibiciones absolutas.
Actividad Comercial;Según las condiciones del ABONO PASE VÍA, ¿con qué antelación mínima se admite la anulación de la reserva del viaje sin coste asociado para el cliente?;Con una antelación mínima de 60 minutos.;Con una antelación mínima de 24 horas naturales antes de la salida.;En ningún caso se admite la anulación sin coste asociado para el cliente.;Deberá anularse siempre 5 minutos antes del cierre del acceso al tren.;A;El documento indica expresamente que se admite la anulación de la reserva sin coste con una antelación mínima de 60 minutos. Los distractores juegan con plazos incorrectos y prohibiciones absolutas.
Actividad Comercial;Para la emisión de un justificante o billete de continuidad por parte de Renfe ante un retraso o cancelación, ¿cuál es el tiempo mínimo que debe haber entre conexiones?;45 minutos cuando la conexión se realice en la misma estación y 30 minutos si es en diferentes estaciones.;Siempre 60 minutos cuando la conexión se realice en la misma localidad, sin excepción.;30 minutos cuando la conexión se realice en la misma estación y 45 minutos si la conexión es en diferentes estaciones de la misma localidad.;No se exigirá en ningún caso un tiempo mínimo entre conexiones para emitir el justificante.;C;El texto fija 30 minutos en la misma estación y 45 minutos en diferentes estaciones de la misma localidad. El distractor A intercambia los plazos y los demás usan términos absolutos o falsos.
Actividad Comercial;Según la Normativa Comercial (T.E. Nº 1 III.3), a partir del 15 de julio de 2025, ¿qué ocurrirá con el Compromiso Voluntario de Puntualidad por motivos de causa de fuerza mayor?;Se aplicará siempre el Compromiso Voluntario de Puntualidad exclusivamente en Servicios Comerciales.;Se aplicará únicamente en Servicio Público de manera excepcional.;Deberá aplicarse excepcionalmente una indemnización tasada del 50%.;No será aplicado el Compromiso Voluntario de Puntualidad ni otras indemnizaciones de carácter facultativo u opcional.;D;La norma establece literalmente que por causa de fuerza mayor no será aplicado el Compromiso Voluntario de Puntualidad ni otras indemnizaciones. Los distractores obligan a su aplicación o limitan el servicio.
Actividad Comercial;En relación con el ABONO PASE VÍA, ¿qué sucede si se produce un primer cobro fallido en la tarjeta bancaria del usuario?;Transcurridos 30 días hábiles, perderá definitivamente el derecho a realizar nuevas reservas.;Se le cancelarán automáticamente y en todos los casos todas las reservas vigentes del trimestre.;Desde el primer cobro fallido el viajero perderá el derecho a realizar nuevas reservas hasta que regularice la situación.;Podrá seguir realizando reservas excepcionalmente durante tres días naturales hasta el segundo cobro.;C;El texto indica que 'Desde el primer cobro fallido el viajero perderá el derecho a realizar nuevas reservas hasta que regularice la situación'. Las demás opciones introducen plazos falsos (30 días, 3 días) o cancelaciones automáticas inventadas.
II Plan de Igualdad;Según el II Plan de Igualdad de Género del Grupo Renfe, ¿cuándo se publicó en el Boletín Oficial del Estado (BOE) el protocolo para la prevención y el tratamiento de los casos de acoso?;El 10 de marzo de 2010 por la Dirección General de Trabajadores.;El 24 de marzo de 2007, con la entrada de la Ley Orgánica 3/2007.;El 24 de marzo de 2010, mediante la Resolución de 10 de marzo de 2010.;El 22 de marzo de 2014 por orden exclusiva del Consejo de Ministros.;C;El texto recoge que el protocolo está publicado en el BOE de fecha 24 de marzo de 2010. Los distractores juegan con las fechas de la resolución (10 de marzo), la Ley Orgánica (2007) y resoluciones del Consejo de Ministros.
II Plan de Igualdad;En los procesos de selección externa, el Grupo Renfe incorporará un texto garantizando que los criterios de selección fomentarán el equilibrio de género y el incremento del género subrepresentado:;En todos los casos y con carácter obligatorio, priorizando siempre a las mujeres.;En lo posible, tras respetar los principios de igualdad, mérito y capacidad.;Únicamente y de forma excepcional cuando la diferencia de género sea superior al 25%.;Generalmente sin respetar los principios de mérito, si la subrepresentación supera el 10%.;B;El texto oficial indica que se fomentará 'en lo posible', tras 'respetar los principios de igualdad, mérito y capacidad'. Los distractores usan términos absolutos y obligaciones no contempladas.
II Plan de Igualdad;¿Qué colectivo está excluido de regirse por las condiciones de trabajo reguladas en el Convenio Colectivo de Grupo debido a condiciones especiales pactadas?;Todo el personal de Mandos Intermedios y Estructura de Apoyo sin excepción.;Ninguno, en ningún caso, pues toda la plantilla se rige siempre por el Convenio Colectivo.;El personal de estructura de dirección, que conforma el equipo directivo de cada una de las sociedades.;Exclusivamente el personal de conducción que se encuentra en periodo de pruebas.;C;El documento excluye explícitamente al personal de estructura de dirección. Los distractores falsifican esto aplicando la norma a todos o a colectivos equivocados como mandos intermedios o conducción.
II Plan de Igualdad;Según el análisis sobre la promoción profesional del diagnóstico, ¿por qué vías puede producirse la promoción en todas las sociedades del Grupo Renfe?;Por la vía de la antigüedad en el subgrupo profesional correspondiente o por la vía de la convocatoria.;Única y exclusivamente por la vía de la convocatoria de libre designación del director correspondiente.;Generalmente por antigüedad, y excepcionalmente por designación directa de la Comisión de Seguimiento.;En ningún caso por antigüedad, debiendo realizarse siempre mediante procesos de selección externos.;A;El diagnóstico indica literalmente que la promoción puede producirse por antigüedad o por convocatoria. Los distractores introducen prohibiciones o designaciones directas que no existen.
II Plan de Igualdad;Respecto a la vigencia y revisión del II Plan de Igualdad de Género, ¿qué plazos establece el documento?;Una vigencia improrrogable de dos años y una revisión integral transcurridos cuatro años.;Una vigencia indefinida con revisiones anuales obligatorias por parte del Ministerio.;Una vigencia temporal de cuatro años, considerando necesaria una revisión integral una vez transcurridos dos años desde su implantación.;Una vigencia de cuatro años, revisada mensualmente de forma excepcional por el Observatorio de Igualdad.;C;Se establece una vigencia temporal de cuatro años y una revisión integral a los dos años de su implantación. Las otras opciones invierten los plazos o inventan revisiones mensuales o anuales.
II Plan de Igualdad;Según el documento, ¿cuál es el objetivo central de la auditoría retributiva en el Grupo Renfe?;Sancionar económicamente siempre a los departamentos que superen un 25% de brecha salarial.;Obtener la información necesaria para comprobar si el sistema retributivo de la empresa cumple con la aplicación efectiva del principio de igualdad entre mujeres y hombres.;Informar exclusivamente a la Comisión Nacional de los Mercados y la Competencia sobre los desajustes salariales.;Reducir obligatoriamente en 30 días hábiles las diferencias salariales detectadas en la Estructura de Dirección.;B;El texto cita textualmente el objetivo de 'obtener la información necesaria para comprobar si el sistema retributivo de la empresa... cumple con la aplicación efectiva del principio de igualdad'. Los distractores introducen sanciones o plazos falsos.
Cultura de Seguridad;En el modelo de la Cultura de Seguridad, ¿qué proporciona la confianza basada en la coherencia entre el mensaje y su práctica según la definición de 'Lo que realmente hacemos'?;Los comportamientos de las personas a través de los que se da efectividad a las creencias.;Las normas exclusivas recogidas en el Sistema de Gestión de Seguridad que todos deben memorizar.;Las creencias y valores inalterables arraigados únicamente en la alta dirección de la empresa.;En ningún caso se relaciona con comportamientos, sino siempre con auditorías externas certificadas.;A;'Lo que realmente hacemos' se define en el texto como 'los comportamientos de las personas a través de los que se da efectividad a las creencias'. Los distractores mezclan la definición con 'lo que decimos' o 'lo que creemos' y términos falsos.
Cultura de Seguridad;Dentro de las Líneas Estratégicas para el cambio, ¿cuál es el propósito específico de la línea estratégica LE.02?;Mejorar siempre y de forma exclusiva la vigilancia y digitalización de los sistemas de información.;Garantizar excepcionalmente la implicación de toda la organización en la gestión de riesgos en vía.;Aplicar en todos los casos el régimen sancionador a los infractores de la normativa ferroviaria.;La capacitación de las personas para que puedan afrontar con éxito sus responsabilidades en seguridad.;D;El manual señala que la LE.02 es la capacitación de las personas para que puedan afrontar sus responsabilidades. Las otras opciones mezclan esta línea con la LE.05 (digitalización) o la LE.03 (implicación).
Cultura de Seguridad;Según el apartado de 'Consideraciones finales', para superar las resistencias al cambio y alcanzar la Cultura de Seguridad deseada, debemos garantizar entre otros aspectos:;La total eliminación del Sistema de Gestión de Seguridad (SGS) para evitar duplicidades documentales.;Un ejercicio efectivo del liderazgo, una distribución de las funciones y competencias, y especialistas capacitados para la gestión de riesgos.;Únicamente un liderazgo impositivo y delegar todas las responsabilidades en la Agencia Ferroviaria de la UE (ERA).;Siempre una centralización exclusiva de la gestión de riesgos en la Dirección General de Renfe.;B;El texto menciona exactamente garantizar un ejercicio efectivo del liderazgo, una distribución de funciones y especialistas capacitados. Los distractores hablan de eliminar el SGS o centralizar responsabilidades, lo cual es contrario al espíritu del manual.
Cultura de Seguridad;Según la Organización de Aviación Civil Internacional (OACI, 2009) citada en el documento, ¿qué percepción errónea se creó al gestionar todo el proceso en la oficina de seguridad operacional?;Que todos los trabajadores eran siempre responsables solidarios de las infracciones en la línea.;Que debía paralizarse inmediatamente toda la operación en caso de detectarse cualquier anomalía menor.;Que los asuntos de seguridad operacional no eran responsabilidad del gerente de línea.;Que la formación en seguridad debía externalizarse obligatoriamente en todos los casos.;C;La OACI indica que este enfoque creó la percepción de que los asuntos de seguridad no eran responsabilidad del gerente de línea, desvinculando la seguridad de las operaciones.
